code_April_2020,previous_practice_codes,fm_1000_code_2020,lm_1000_code_2020,fm_1000_previous_codes,lm_1000_previous_codes
M85025,M85025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85026,M85026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85027,M85027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85028,M85028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85029,M85029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85030,M85030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85031,M85031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85033,M85033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85034,M85034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85035,M85035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85063,M85036,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M85037,M85037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85046,M85038,01/04/2013,01/04/2022,01/04/2013,01/05/2018
M85041,M85041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85042,M85042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85043,M85043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85045,M85045,01/04/2013,01/01/2017,01/04/2013,01/01/2017
M85046,M85046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85047,M85047,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85048,M85048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85051,M85051,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85052,M85052,01/04/2013,01/04/2019,01/04/2013,01/04/2019
M85053,M85053,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85055,M85055,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85056,M85056,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85058,M85058,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85136,M85059,01/04/2013,01/04/2022,01/04/2013,01/04/2016
M85060,M85060,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85061,M85061,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85062,M85062,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85063,M85063,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85064,M85064,01/04/2013,01/05/2020,01/04/2013,01/05/2020
M85065,M85065,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85066,M85066,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85046,M85068,01/04/2013,01/04/2022,01/04/2013,01/06/2018
M85069,M85069,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85070,M85070,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85071,M85071,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85178,M85072,01/04/2013,01/04/2022,01/04/2013,01/11/2017
M85074,M85074,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85136,M85075,01/04/2013,01/04/2022,01/04/2013,01/10/2018
M85076,M85076,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85077,M85077,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85078,M85078,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85079,M85079,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85081,M85081,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85082,M85082,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85046,M85083,01/04/2013,01/04/2022,01/04/2013,01/05/2018
M85084,M85084,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85085,M85085,01/04/2013,01/06/2020,01/04/2013,01/06/2020
M85086,M85086,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85087,M85087,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85088,M85088,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85092,M85092,01/04/2013,01/03/2021,01/04/2013,01/03/2021
M85094,M85094,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85097,M85097,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85098,M85098,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85069,M85100,01/04/2013,01/04/2022,01/04/2013,01/11/2017
M85046,M85103,01/04/2013,01/04/2022,01/04/2013,01/05/2018
M85105,M85105,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85107,M85107,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85108,M85108,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85110,M85110,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85111,M85111,01/04/2013,01/10/2016,01/04/2013,01/10/2016
M85113,M85113,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85115,M85115,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85116,M85116,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85117,M85117,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85118,M85118,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85123,M85123,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85124,M85124,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85078,M85127,01/04/2013,01/04/2022,01/04/2013,01/01/2020
M85128,M85128,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85002,M85133,01/04/2013,01/04/2022,01/04/2013,01/12/2017
M85134,M85134,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85136,M85136,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85139,M85139,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85141,M85141,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85142,M85142,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85143,M85143,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85145,M85145,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85146,M85146,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85149,M85149,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85153,M85153,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85154,M85154,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85155,M85155,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85156,M85156,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85158,M85158,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85159,M85159,01/04/2013,01/09/2020,01/04/2013,01/09/2020
M85159,M85163,01/04/2013,01/09/2020,01/04/2013,01/04/2016
M85164,M85164,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85699,M85166,01/04/2013,01/04/2022,01/04/2013,01/07/2014
M85167,M85167,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85170,M85170,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85171,M85171,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85172,M85172,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85174,M85174,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85175,M85175,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85176,M85176,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85177,M85177,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85178,M85178,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85179,M85179,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85600,M85600,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85124,M85611,01/04/2013,01/04/2022,01/04/2013,01/12/2018
M85624,M85624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85634,M85634,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85642,M85642,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85642,M85652,01/04/2013,01/04/2022,01/04/2013,01/12/2017
M85019,M85655,01/04/2013,01/04/2022,01/04/2013,01/01/2015
M85663,M85663,01/04/2013,01/02/2020,01/04/2013,01/02/2020
M85669,M85669,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85670,M85670,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85671,M85671,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85676,M85676,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85110,M85677,01/04/2013,01/04/2022,01/04/2013,01/01/2019
M85679,M85679,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85680,M85680,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85684,M85684,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85686,M85686,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85172,M85689,01/04/2013,01/04/2022,01/04/2013,01/05/2019
M85693,M85693,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85694,M85694,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85697,M85697,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85699,M85699,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85701,M85701,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85110,M85704,01/04/2013,01/04/2022,01/04/2013,01/07/2015
M85699,M85706,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85706,M85706,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85711,M85711,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85713,M85713,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85715,M85715,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85716,M85716,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85717,M85717,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85721,M85721,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85722,M85722,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85730,M85730,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85732,M85732,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85733,M85733,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85735,M85735,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85736,M85736,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85063,M85738,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M85739,M85739,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85046,M85741,01/04/2013,01/04/2022,01/04/2013,01/09/2017
M85746,M85746,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85749,M85749,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85753,M85753,01/04/2013,01/09/2021,01/04/2013,01/09/2021
M85756,M85756,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85757,M85757,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85759,M85759,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85766,M85766,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85770,M85770,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85774,M85774,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85776,M85776,01/04/2013,01/08/2018,01/04/2013,01/08/2018
M85778,M85778,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85779,M85779,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85781,M85781,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85782,M85782,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85783,M85783,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85784,M85784,01/04/2013,01/01/2016,01/04/2013,01/01/2016
M85016,M85786,01/04/2013,01/04/2022,01/04/2013,01/10/2016
M85060,M85791,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M85792,M85792,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85794,M85794,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85797,M85797,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85801,M85801,01/04/2013,01/08/2021,01/04/2013,01/08/2021
M85803,M85803,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M85019,M85809,01/04/2013,01/04/2022,01/04/2013,01/04/2014
M86001,M86001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86002,M86002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86003,M86003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86004,M86004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86005,M86005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86006,M86006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86007,M86007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86008,M86008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86009,M86009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86010,M86010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86035,M86011,01/04/2013,01/04/2022,01/04/2013,01/05/2017
M86012,M86012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86016,M86013,01/04/2013,01/04/2022,01/04/2013,01/05/2019
M86014,M86014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86015,M86015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86016,M86016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86017,M86017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86018,M86018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86019,M86019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86020,M86020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86021,M86021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86041,M86022,01/04/2013,01/04/2022,01/04/2013,01/06/2018
M86023,M86023,01/04/2013,01/01/2021,01/04/2013,01/01/2021
M86026,M86026,01/04/2013,01/01/2018,01/04/2013,01/01/2018
M86027,M86027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86028,M86028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86029,M86029,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86030,M86030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86032,M86032,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86033,M86033,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86034,M86034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86035,M86035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86037,M86037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86038,M86038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86039,M86039,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86040,M86040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86041,M86041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86007,M86043,01/04/2013,01/04/2022,01/04/2013,01/04/2014
M86044,M86044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86045,M86045,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86046,M86046,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86048,M86048,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86604,M86604,01/04/2013,01/01/2016,01/04/2013,01/01/2016
M86605,M86605,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86048,M86607,01/04/2013,01/04/2022,01/04/2013,01/06/2017
M86610,M86610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86612,M86612,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86016,M86613,01/04/2013,01/04/2022,01/04/2013,01/06/2019
M86617,M86617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86621,M86621,01/04/2013,01/07/2017,01/04/2013,01/07/2017
M86622,M86622,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86624,M86624,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86627,M86627,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86034,M86629,01/04/2013,01/04/2022,01/04/2013,01/10/2016
Y04947,M86630,01/07/2015,01/06/2021,01/04/2013,01/10/2014
M86633,M86633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M86638,M86638,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87001,M87001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87011,M87002,01/04/2013,01/04/2022,01/04/2013,01/04/2018
M87003,M87003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87005,M87005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87006,M87006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87007,M87007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87008,M87008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87009,M87009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87010,M87010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87011,M87011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87012,M87012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87013,M87013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87014,M87014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87015,M87015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87016,M87016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87017,M87017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87018,M87018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87019,M87019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87020,M87020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87021,M87021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87023,M87023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87024,M87024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87025,M87025,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87026,M87026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87027,M87027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87028,M87028,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87030,M87030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87010,M87032,01/04/2013,01/04/2022,01/04/2013,01/04/2014
M87034,M87034,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87036,M87036,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87037,M87037,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87041,M87041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87601,M87601,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87602,M87602,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87605,M87605,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87021,M87606,01/04/2013,01/04/2022,01/04/2013,01/04/2013
M87612,M87612,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87017,M87614,01/04/2013,01/04/2022,01/04/2013,01/04/2014
M87617,M87617,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87618,M87618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
Y01756,M87619,01/04/2013,01/04/2022,01/04/2013,01/04/2013
M87620,M87620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87621,M87621,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87623,M87623,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87625,M87625,01/04/2013,01/08/2018,01/04/2013,01/08/2018
M87628,M87628,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M87629,M87629,01/04/2013,01/05/2017,01/04/2013,01/05/2017
M87036,M87634,01/04/2013,01/04/2022,01/04/2013,01/01/2016
M87638,M87638,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88001,M88001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88002,M88002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88003,M88003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88004,M88004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88004,M88005,01/04/2013,01/04/2022,01/04/2013,01/09/2017
M88006,M88006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88007,M88007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88008,M88008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88009,M88009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88010,M88010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88004,M88012,01/04/2013,01/04/2022,01/04/2013,01/09/2017
M88013,M88013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88014,M88014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88015,M88015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88016,M88016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88010,M88017,01/04/2013,01/04/2022,01/04/2013,01/04/2014
M88018,M88018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88019,M88019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88020,M88020,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88021,M88021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88022,M88022,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88023,M88023,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88024,M88024,01/04/2013,01/07/2020,01/04/2013,01/07/2020
M88026,M88026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88030,M88030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88031,M88031,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88004,M88032,01/04/2013,01/04/2022,01/04/2013,01/09/2017
M88035,M88035,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88038,M88036,01/04/2013,01/04/2022,01/04/2013,01/06/2019
M88038,M88038,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88040,M88040,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88041,M88041,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88042,M88042,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88043,M88043,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88044,M88044,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88600,M88600,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88610,M88610,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88612,M88612,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88616,M88615,01/04/2013,01/04/2022,01/04/2013,01/04/2013
M88616,M88616,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88618,M88618,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88619,M88619,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88620,M88620,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88623,M88623,01/04/2013,01/07/2020,01/04/2013,01/07/2020
M88616,M88624,01/04/2013,01/04/2022,01/04/2013,01/05/2017
M88625,M88625,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88626,M88626,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88627,M88627,01/04/2013,01/12/2021,01/04/2013,01/12/2021
M88628,M88628,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88629,M88629,01/04/2013,01/06/2020,01/04/2013,01/06/2020
M88630,M88630,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88633,M88633,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88635,M88635,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88637,M88637,01/04/2013,01/02/2019,01/04/2013,01/02/2019
M88639,M88639,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88640,M88640,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88643,M88643,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88645,M88645,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88646,M88646,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M88647,M88647,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89001,M89001,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89002,M89002,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89017,M89004,01/04/2013,01/04/2022,01/04/2013,01/09/2019
M89005,M89005,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89006,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M89007,M89007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89008,M89008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89009,M89009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89010,M89010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89011,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M89012,M89012,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89013,M89013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89015,M89015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89016,M89016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89017,M89017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89019,M89019,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89020,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M89021,M89021,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89023,01/04/2013,01/04/2022,01/04/2013,01/04/2015
M89024,M89024,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89026,M89026,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89027,M89027,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89017,M89028,01/04/2013,01/04/2022,01/04/2013,01/08/2019
M89030,M89030,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89017,M89601,01/04/2013,01/04/2022,01/04/2013,01/10/2019
M89602,M89602,01/04/2013,01/07/2021,01/04/2013,01/07/2021
M89017,M89606,01/04/2013,01/04/2022,01/04/2013,01/05/2017
M89608,M89608,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M89003,M89609,01/04/2013,01/04/2022,01/04/2013,01/07/2015
M91003,M91003,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91004,M91004,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91006,M91006,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91007,M91007,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91008,M91008,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91009,M91009,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91010,M91010,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91011,M91011,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91013,M91013,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91014,M91014,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91015,M91015,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91016,M91016,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91017,M91017,01/04/2013,01/04/2022,01/04/2013,01/04/2022
M91018,M91018,01/04/2013,01/04/2022,01/04/2013,01/04/2022
